2026-07-23 05:06:30,828 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Insecure JSF ViewState
2026-07-23 05:06:30,829 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Java Serialization Object
2026-07-23 05:06:30,829 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Reverse Tabnabbing
2026-07-23 05:06:30,829 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Secure Pages Include Mixed Content
2026-07-23 05:06:30,829 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Modern Web Application
2026-07-23 05:06:30,829 [main ] INFO  ScanRuleManager - Loaded passive scan rule: PII Disclosure
2026-07-23 05:06:30,829 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Script Served From Malicious Domain (polyfill)
2026-07-23 05:06:30,829 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Retrieved from Cache
2026-07-23 05:06:30,829 [main ] INFO  ScanRuleManager - Loaded passive scan rule: HTTP Server Response Header
2026-07-23 05:06:30,830 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Strict-Transport-Security Header
2026-07-23 05:06:30,830 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Sub Resource Integrity Attribute Missing
2026-07-23 05:06:30,830 [main ] INFO  ScanRuleManager - Loaded passive scan rule: Timestamp Disclosure
2026-07-23 05:06:30,830 [main ] INFO  ScanRuleManager - Loaded passive scan rule: User Controllable Charset
